Name,AccountNumber,Site,Type,Industry,AnnualRevenue,Rating,Phone,Fax,Website,TickerSymbol,Ownership,NumberOfEmployees
Elite International_139,ACC139,Main,Other,Energy,1129370.0,Warm,+1-2514027877,+1-2818839813,www.eliteinternational.com,ELI,Public,711.0
Beta Industries_053,ACC053,Satellite,Competitor,Manufacturing,3892606.0,Warm,+1-7238813894,+1-3027234746,www.betaindustries.com,BET,Government,530.0
Omega Inc_049,ACC049,Satellite,Partner,Energy,1308971.0,Warm,+1-6153452707,+1-9843547575,www.omegainc.com,OME,Government,640.0
Global International,ACC023,Main,Prospect,Healthcare,1515607.0,Cold,+1-553-776-8824,+1-583-746-7713,www.globalinternational.com,GLO,Private,74.0
Future Technologies_046,ACC046,Main,Customer,Retail,2970630.0,Cold,+1-3131467383,+1-8643277383,www.futuretechnologies.com,FUT,Other,194.0
Elite Ltd,ACC029,Branch,Partner,Technology,3104650.0,Warm,+1-755-931-4579,+1-873-459-3299,www.eliteltd.com,ELI,Subsidiary,261.0
Future International,ACC047,Main,Partner,Manufacturing,2112035.0,Hot,+1-472-844-2936,+1-966-723-7679,www.futureinternational.com,FUT,Private,432.0
Elite Dynamics_069,ACC069,HQ,Other,Healthcare,8622210.0,Cold,+1-4889773936,+1-4314278432,www.elitedynamics.com,ELI,Other,679.0
Alpha Technologies_073,ACC073,Regional,Partner,Transportation,1594118.0,Cold,+1-6031838900,+1-2678665490,www.alphatechnologies.com,ALP,Private,355.0
Elite Ltd_044,ACC044,Regional,Prospect,Technology,8439339.0,Warm,+1-8092495098,+1-2801537891,www.eliteltd.com,ELI,Subsidiary,785.0
Tech Group,ACC009,HQ,Prospect,Manufacturing,2531190.0,Cold,+1-120-589-8379,+1-634-439-6144,www.techgroup.com,TEC,Subsidiary,108.0
Tech Inc_037,ACC037,Regional,Partner,Technology,1375620.0,Warm,+1-1452658910,+1-4407294439,www.techinc.com,TEC,Other,614.0
Future Group_071,ACC071,Satellite,Prospect,Healthcare,4656947.0,Cold,+1-1872798104,+1-1372507343,www.futuregroup.com,FUT,Public,166.0
Tech Inc_164,ACC164,Regional,Partner,Media,1568967.0,Warm,+1-9827102497,+1-5834186292,www.techinc.com,TEC,Private,766.0
Future Solutions_013,ACC013,Branch,Competitor,Energy,9303372.0,Hot,+1-3402612684,+1-3133886795,www.futuresolutions.com,FUT,Public,712.0
Beta Corp,ACC035,HQ,Prospect,Retail,838688.0,Warm,+1-124-187-3287,+1-146-576-2486,www.betacorp.com,BET,Public,200.0
Elite Solutions,ACC028,Branch,Partner,Finance,4717203.0,Hot,+1-690-430-8207,+1-526-591-8908,www.elitesolutions.com,ELI,Public,170.0
Delta Inc_151,ACC151,Satellite,Partner,Energy,8575363.0,Warm,+1-6189027467,+1-3728464074,www.deltainc.com,DEL,Private,533.0
Future Technologies,ACC010,HQ,Partner,Technology,3242107.0,Cold,+1-516-691-3581,+1-193-540-6779,www.futuretechnologies.com,FUT,Public,301.0
Tech Corp,ACC011,HQ,Customer,Finance,1116205.0,Cold,+1-992-355-9745,+1-679-820-1329,www.techcorp.com,TEC,Private,335.0
Prime Inc,ACC018,HQ,Customer,Manufacturing,2050321.0,Warm,+1-906-324-3196,+1-819-456-5755,www.primeinc.com,PRI,Public,182.0
Omega Industries_027,ACC027,Satellite,Customer,Media,1170368.0,Cold,+1-6383999965,+1-7077749883,www.omegaindustries.com,OME,Government,499.0
Delta Ltd_185,ACC185,Satellite,Customer,Finance,6557250.0,Cold,+1-2619893881,+1-4018707763,www.deltaltd.com,DEL,Subsidiary,405.0
Global Industries,ACC040,Branch,Customer,Technology,1278279.0,Warm,+1-969-667-6634,+1-896-965-5011,www.globalindustries.com,GLO,Public,155.0
Smart Systems,ACC032,HQ,Partner,Finance,4185061.0,Hot,+1-132-795-1392,+1-976-934-4342,www.smartsystems.com,SMA,Subsidiary,138.0
Beta Dynamics_140,ACC140,Satellite,Customer,Finance,3615990.0,Hot,+1-1025636515,+1-2999606074,www.betadynamics.com,BET,Private,957.0
Smart Ltd,ACC037,HQ,Customer,Finance,1476009.0,Warm,+1-533-675-2305,+1-959-731-9488,www.smartltd.com,SMA,Public,188.0
Delta Inc_029,ACC029,HQ,Customer,Education,1940994.0,Cold,+1-1332687614,+1-3896698673,www.deltainc.com,DEL,Subsidiary,231.0
Future International_158,ACC158,Branch,Partner,Finance,2119773.0,Hot,+1-1299643899,+1-1488705688,www.futureinternational.com,FUT,Subsidiary,431.0
Smart Ltd_119,ACC119,Satellite,Other,Media,5374335.0,Hot,+1-7586232125,+1-3449566552,www.smartltd.com,SMA,Subsidiary,989.0
Delta Industries_197,ACC197,Main,Other,Transportation,4900759.0,Cold,+1-8821562163,+1-4757919588,www.deltaindustries.com,DEL,Other,798.0
Omega Dynamics,ACC038,Branch,Customer,Technology,4625615.0,Cold,+1-795-377-3792,+1-776-848-3661,www.omegadynamics.com,OME,Subsidiary,297.0
Global Group,ACC043,Branch,Prospect,Technology,2914860.0,Hot,+1-927-309-4175,+1-375-638-5665,www.globalgroup.com,GLO,Subsidiary,134.0
Global International,ACC020,Branch,Prospect,Retail,3646476.0,Cold,+1-444-260-3120,+1-451-553-3896,www.globalinternational.com,GLO,Private,185.0
Alpha Industries,ACC030,Main,Partner,Finance,3165778.0,Cold,+1-489-300-4451,+1-895-151-4530,www.alphaindustries.com,ALP,Public,145.0
Elite International,ACC005,HQ,Customer,Retail,1225427.0,Warm,+1-428-630-4623,+1-295-132-8815,www.eliteinternational.com,ELI,Private,381.0
Tech International_076,ACC076,Regional,Competitor,Technology,2263465.0,Warm,+1-6286295127,+1-6716642891,www.techinternational.com,TEC,Private,344.0
Global Ltd_134,ACC134,Main,Prospect,Energy,9064629.0,Warm,+1-4919826336,+1-8204592070,www.globalltd.com,GLO,Public,285.0
Prime Systems,ACC006,Branch,Partner,Retail,4394798.0,Hot,+1-494-710-9260,+1-695-219-9437,www.primesystems.com,PRI,Subsidiary,132.0
Alpha Industries_076,ACC076,Main,Partner,Manufacturing,4294444.0,Warm,+1-4921757950,+1-9337212667,www.alphaindustries.com,ALP,Private,896.0
Elite Dynamics,ACC001,HQ,Prospect,Finance,3717969.0,Warm,+1-771-404-6778,+1-771-972-1960,www.elitedynamics.com,ELI,Private,282.0
Future International_100,ACC100,Regional,Customer,Healthcare,1477220.0,Hot,+1-7027246526,+1-3462371268,www.futureinternational.com,FUT,Government,458.0
Tech Industries,ACC038,HQ,Partner,Manufacturing,867177.0,Cold,+1-604-769-3841,+1-816-582-3319,www.techindustries.com,TEC,Subsidiary,101.0
Future Inc_137,ACC137,Branch,Customer,Education,730616.0,Cold,+1-2227045471,+1-5497337687,www.futureinc.com,FUT,Government,166.0
Omega Industries,ACC001,Main,Partner,Healthcare,3733552.0,Warm,+1-405-133-2767,+1-493-733-1796,www.omegaindustries.com,OME,Private,474.0
Omega Industries,ACC010,Branch,Customer,Retail,3915814.0,Warm,+1-606-882-8023,+1-250-225-9655,www.omegaindustries.com,OME,Private,478.0
Delta Ltd_142,ACC142,HQ,Prospect,Technology,7926578.0,Hot,+1-6782871682,+1-1123879781,www.deltaltd.com,DEL,Other,911.0
Future Inc,ACC011,HQ,Prospect,Technology,1547887.0,Warm,+1-113-610-6490,+1-142-434-5104,www.futureinc.com,FUT,Private,424.0
Alpha Industries,ACC030,Main,Partner,Finance,3165778.0,Cold,+1-489-300-4451,+1-895-151-4530,www.alphaindustries.com,ALP,Public,145.0
Global Group,ACC043,Branch,Prospect,Technology,2914860.0,Hot,+1-927-309-4175,+1-375-638-5665,www.globalgroup.com,GLO,Subsidiary,134.0
Beta Solutions,ACC017,HQ,Prospect,Manufacturing,4853844.0,Hot,+1-547-346-2404,+1-793-366-9171,www.betasolutions.com,BET,Public,214.0
Prime Corp_090,ACC090,Regional,Customer,Retail,3531505.0,Cold,+1-4965246770,+1-4058231630,www.primecorp.com,PRI,Other,560.0
Omega Industries,ACC001,Main,Partner,Healthcare,3733552.0,Warm,+1-405-133-2767,+1-493-733-1796,www.omegaindustries.com,OME,Private,474.0
Beta Inc_041,ACC041,Branch,Prospect,Technology,2487427.0,Warm,+1-7683594089,+1-4123858246,www.betainc.com,BET,Private,207.0
Alpha Dynamics_180,ACC180,Branch,Customer,Construction,812013.0,Warm,+1-3374386278,+1-6444826016,www.alphadynamics.com,ALP,Government,679.0
Alpha Dynamics_010,ACC010,HQ,Partner,Retail,3677820.0,Warm,+1-4334178414,+1-3834339589,www.alphadynamics.com,ALP,Private,627.0
Beta Group_101,ACC101,Regional,Competitor,Media,4374437.0,Hot,+1-9275261550,+1-2089099886,www.betagroup.com,BET,Public,174.0
Smart Inc,ACC029,Branch,Prospect,Finance,621370.0,Hot,+1-256-333-6287,+1-333-180-5304,www.smartinc.com,SMA,Subsidiary,432.0
Tech International,ACC027,Main,Prospect,Healthcare,1723363.0,Cold,+1-701-767-5235,+1-838-600-6493,www.techinternational.com,TEC,Public,256.0
Global Technologies_176,ACC176,Main,Partner,Healthcare,603936.0,Warm,+1-1034885890,+1-5623487621,www.globaltechnologies.com,GLO,Other,483.0
Delta Dynamics_058,ACC058,Main,Partner,Healthcare,7310536.0,Hot,+1-6197513940,+1-3778615458,www.deltadynamics.com,DEL,Public,321.0
Beta International_001,ACC001,Regional,Customer,Technology,6794005.0,Cold,+1-8669721337,+1-8341826615,www.betainternational.com,BET,Private,417.0
Delta Inc,ACC032,Branch,Customer,Retail,4712175.0,Warm,+1-953-180-7392,+1-679-956-6857,www.deltainc.com,DEL,Public,489.0
Tech Ltd,ACC044,Main,Customer,Finance,720273.0,Cold,+1-603-808-8342,+1-160-369-3936,www.techltd.com,TEC,Public,493.0
Global Industries,ACC022,Branch,Prospect,Finance,1640796.0,Warm,+1-855-693-1012,+1-103-347-4534,www.globalindustries.com,GLO,Private,140.0
Beta Dynamics_046,ACC046,Branch,Partner,Healthcare,3545135.0,Hot,+1-7742619186,+1-5415633339,www.betadynamics.com,BET,Government,211.0
Beta Dynamics_127,ACC127,Branch,Prospect,Healthcare,7927202.0,Warm,+1-3533543991,+1-6637201155,www.betadynamics.com,BET,Government,84.0
Future International_002,ACC002,Regional,Customer,Education,5559407.0,Warm,+1-1953868344,+1-1839096351,www.futureinternational.com,FUT,Subsidiary,738.0
Alpha International_098,ACC098,Regional,Customer,Education,7528178.0,Hot,+1-7893593693,+1-2984962085,www.alphainternational.com,ALP,Subsidiary,750.0
Beta Group_154,ACC154,HQ,Prospect,Retail,2489628.0,Hot,+1-5433569823,+1-1379126404,www.betagroup.com,BET,Government,719.0
Smart Inc_181,ACC181,HQ,Competitor,Finance,5033532.0,Hot,+1-5373524504,+1-9798092781,www.smartinc.com,SMA,Private,91.0
Future Group_186,ACC186,Satellite,Customer,Transportation,7728973.0,Warm,+1-1528859149,+1-9081836464,www.futuregroup.com,FUT,Subsidiary,298.0
Omega Solutions_027,ACC027,Regional,Other,Retail,7605177.0,Cold,+1-5407369171,+1-4121075914,www.omegasolutions.com,OME,Public,569.0
Elite Ltd_031,ACC031,HQ,Partner,Manufacturing,7721776.0,Hot,+1-5022155018,+1-5829542451,www.eliteltd.com,ELI,Subsidiary,857.0
Beta Ltd_183,ACC183,Satellite,Partner,Transportation,9726221.0,Warm,+1-3149569591,+1-2121694179,www.betaltd.com,BET,Other,322.0
Future International,ACC008,Main,Customer,Technology,1279365.0,Hot,+1-455-317-9957,+1-102-998-2048,www.futureinternational.com,FUT,Subsidiary,213.0
Prime Solutions_115,ACC115,HQ,Prospect,Construction,6183411.0,Warm,+1-5063597109,+1-2153107999,www.primesolutions.com,PRI,Public,330.0
Delta Corp_128,ACC128,Main,Competitor,Media,7658469.0,Hot,+1-7857623043,+1-7532396331,www.deltacorp.com,DEL,Subsidiary,299.0
Beta Dynamics,ACC005,HQ,Prospect,Retail,3695199.0,Warm,+1-763-432-9758,+1-567-659-7294,www.betadynamics.com,BET,Private,230.0
Smart Ltd,ACC034,HQ,Customer,Finance,1289407.0,Hot,+1-719-942-4825,+1-602-963-7758,www.smartltd.com,SMA,Public,426.0
Tech International_152,ACC152,Regional,Prospect,Energy,7792761.0,Warm,+1-7397144356,+1-3717312664,www.techinternational.com,TEC,Public,233.0
Omega Systems_152,ACC152,Regional,Prospect,Energy,9115905.0,Hot,+1-4282736623,+1-3465143791,www.omegasystems.com,OME,Other,802.0
Beta Inc_163,ACC163,Regional,Partner,Construction,6396053.0,Cold,+1-6749327816,+1-3063741080,www.betainc.com,BET,Other,304.0
Prime Corp_160,ACC160,Branch,Partner,Healthcare,617478.0,Hot,+1-6317703401,+1-3472359391,www.primecorp.com,PRI,Private,816.0
Smart Corp_182,ACC182,Branch,Competitor,Construction,2295101.0,Hot,+1-9302496261,+1-7919408545,www.smartcorp.com,SMA,Subsidiary,275.0
Beta International_090,ACC090,HQ,Prospect,Energy,7797265.0,Hot,+1-6855986158,+1-2044462200,www.betainternational.com,BET,Private,139.0
Elite Industries_096,ACC096,HQ,Partner,Education,1608575.0,Hot,+1-3746744906,+1-2708998888,www.eliteindustries.com,ELI,Private,655.0
Smart Technologies_141,ACC141,Branch,Customer,Education,9146747.0,Warm,+1-7773384821,+1-9565177616,www.smarttechnologies.com,SMA,Subsidiary,518.0
Tech Ltd,ACC007,Main,Prospect,Retail,2841805.0,Cold,+1-185-781-5572,+1-605-348-4970,www.techltd.com,TEC,Private,104.0
Future Dynamics,ACC042,Main,Partner,Retail,3107896.0,Warm,+1-203-701-7625,+1-424-530-3732,www.futuredynamics.com,FUT,Public,221.0
Elite Systems_119,ACC119,Branch,Competitor,Finance,7988631.0,Cold,+1-9839483587,+1-4912927956,www.elitesystems.com,ELI,Subsidiary,447.0
Alpha Solutions_156,ACC156,Satellite,Prospect,Manufacturing,5514505.0,Hot,+1-3813126941,+1-9677858912,www.alphasolutions.com,ALP,Subsidiary,810.0
Delta Inc_086,ACC086,Main,Other,Education,874170.0,Warm,+1-5759653018,+1-9934351646,www.deltainc.com,DEL,Government,553.0
Global Corp_133,ACC133,Branch,Customer,Manufacturing,2258381.0,Cold,+1-6217802046,+1-7324528671,www.globalcorp.com,GLO,Subsidiary,743.0
Delta Industries_140,ACC140,HQ,Other,Manufacturing,7749051.0,Cold,+1-3289682293,+1-2117268382,www.deltaindustries.com,DEL,Public,345.0
Prime Dynamics_146,ACC146,Regional,Competitor,Finance,5319922.0,Warm,+1-2555791609,+1-5775406710,www.primedynamics.com,PRI,Private,378.0
Future Solutions_075,ACC075,Main,Prospect,Education,7992063.0,Cold,+1-4158292855,+1-4103424016,www.futuresolutions.com,FUT,Public,137.0
Elite Corp_161,ACC161,HQ,Competitor,Transportation,5598718.0,Hot,+1-2031134963,+1-7704736951,www.elitecorp.com,ELI,Private,990.0
Global Systems_110,ACC110,Branch,Competitor,Education,2193091.0,Cold,+1-6374503333,+1-5503631332,www.globalsystems.com,GLO,Other,448.0
Prime Industries_065,ACC065,Main,Customer,Finance,4826956.0,Cold,+1-8678123171,+1-4534204260,www.primeindustries.com,PRI,Government,57.0
Prime Systems,ACC006,Branch,Partner,Retail,4394798.0,Hot,+1-494-710-9260,+1-695-219-9437,www.primesystems.com,PRI,Subsidiary,132.0
Beta Ltd_192,ACC192,Satellite,Competitor,Education,6591890.0,Hot,+1-9648773936,+1-8597358803,www.betaltd.com,BET,Public,933.0
Prime Corp,ACC026,Branch,Prospect,Retail,4534334.0,Warm,+1-188-435-5155,+1-829-878-6905,www.primecorp.com,PRI,Subsidiary,70.0
Future Industries_168,ACC168,Satellite,Other,Manufacturing,539298.0,Cold,+1-7153374983,+1-6304051548,www.futureindustries.com,FUT,Government,146.0
Alpha Systems_191,ACC191,Regional,Customer,Education,1883095.0,Cold,+1-7297712380,+1-5706839318,www.alphasystems.com,ALP,Subsidiary,973.0
Tech Dynamics_043,ACC043,HQ,Other,Manufacturing,6981100.0,Cold,+1-3885675795,+1-7583219289,www.techdynamics.com,TEC,Public,561.0
Tech Inc_198,ACC198,Branch,Competitor,Finance,5205508.0,Warm,+1-6785102589,+1-9808151670,www.techinc.com,TEC,Government,934.0
Smart Dynamics,ACC018,HQ,Prospect,Manufacturing,2573703.0,Warm,+1-729-368-2356,+1-390-694-1696,www.smartdynamics.com,SMA,Public,158.0
Beta Ltd,ACC027,Branch,Customer,Finance,1791689.0,Warm,+1-957-176-8540,+1-153-984-9352,www.betaltd.com,BET,Private,160.0
Prime Inc_040,ACC040,Main,Other,Finance,5945248.0,Hot,+1-8929172316,+1-4201561345,www.primeinc.com,PRI,Private,578.0
Alpha Dynamics_200,ACC200,Regional,Customer,Retail,9311670.0,Cold,+1-3771058193,+1-7494237844,www.alphadynamics.com,ALP,Public,778.0
Delta Group_162,ACC162,Branch,Other,Media,849529.0,Warm,+1-2722172136,+1-9116088431,www.deltagroup.com,DEL,Government,73.0
Omega Solutions_179,ACC179,Regional,Partner,Media,907144.0,Cold,+1-2031077556,+1-1749574228,www.omegasolutions.com,OME,Other,72.0
Global Dynamics,ACC039,Main,Prospect,Retail,3009347.0,Hot,+1-207-349-5950,+1-854-871-2682,www.globaldynamics.com,GLO,Private,431.0
Future Corp,ACC004,HQ,Customer,Retail,1184647.0,Hot,+1-650-236-4549,+1-958-193-1848,www.futurecorp.com,FUT,Public,432.0
Prime Systems_066,ACC066,Regional,Prospect,Media,5205326.0,Cold,+1-6146539351,+1-4798184659,www.primesystems.com,PRI,Public,317.0
Alpha Inc_067,ACC067,Main,Prospect,Construction,4283005.0,Cold,+1-2401731409,+1-3082501601,www.alphainc.com,ALP,Government,122.0
Smart Ltd_089,ACC089,HQ,Competitor,Construction,9057068.0,Hot,+1-8791239219,+1-1109783271,www.smartltd.com,SMA,Government,577.0
Elite Corp,ACC014,Branch,Partner,Manufacturing,2018393.0,Hot,+1-161-182-4007,+1-885-233-7691,www.elitecorp.com,ELI,Subsidiary,270.0
Tech Industries_096,ACC096,Regional,Partner,Transportation,1277238.0,Cold,+1-7956154603,+1-7124493021,www.techindustries.com,TEC,Subsidiary,872.0
Omega Technologies_173,ACC173,Satellite,Partner,Manufacturing,5180537.0,Hot,+1-1531141172,+1-6076948187,www.omegatechnologies.com,OME,Public,828.0
Prime Dynamics_038,ACC038,HQ,Prospect,Manufacturing,9104009.0,Warm,+1-8508925332,+1-9672577071,www.primedynamics.com,PRI,Government,763.0
Tech Systems_118,ACC118,Branch,Competitor,Healthcare,7260460.0,Hot,+1-3822387724,+1-2686476488,www.techsystems.com,TEC,Subsidiary,846.0
Global Group_136,ACC136,Main,Other,Education,9068596.0,Cold,+1-2116187972,+1-1788498050,www.globalgroup.com,GLO,Government,311.0
Tech Dynamics,ACC041,Branch,Prospect,Healthcare,3503910.0,Hot,+1-886-865-3348,+1-719-761-8868,www.techdynamics.com,TEC,Public,70.0
Alpha Industries_103,ACC103,Satellite,Customer,Transportation,5321998.0,Cold,+1-9038577275,+1-4082104701,www.alphaindustries.com,ALP,Subsidiary,516.0
Elite Corp_108,ACC108,Main,Customer,Retail,7192860.0,Hot,+1-8853769222,+1-7773039878,www.elitecorp.com,ELI,Public,755.0
Global Systems_171,ACC171,Branch,Competitor,Retail,9301012.0,Warm,+1-9739682318,+1-3509608542,www.globalsystems.com,GLO,Private,300.0
Future Inc,ACC042,HQ,Partner,Healthcare,3924816.0,Hot,+1-431-656-1157,+1-163-561-4468,www.futureinc.com,FUT,Public,337.0
Omega Inc_126,ACC126,HQ,Prospect,Manufacturing,6744224.0,Hot,+1-3806391599,+1-8763529657,www.omegainc.com,OME,Private,910.0
Tech Corp,ACC011,HQ,Customer,Finance,1116205.0,Cold,+1-992-355-9745,+1-679-820-1329,www.techcorp.com,TEC,Private,335.0
Beta Dynamics_091,ACC091,Main,Partner,Finance,6268489.0,Hot,+1-9207439448,+1-3256754350,www.betadynamics.com,BET,Other,922.0
Global Industries_200,ACC200,Main,Competitor,Finance,6353329.0,Warm,+1-5173478592,+1-8298876583,www.globalindustries.com,GLO,Government,588.0
Global Industries_032,ACC032,Branch,Competitor,Healthcare,6582682.0,Hot,+1-3352026085,+1-2318481788,www.globalindustries.com,GLO,Public,230.0
Beta Dynamics_099,ACC099,HQ,Customer,Finance,3476799.0,Warm,+1-7658744027,+1-3242624407,www.betadynamics.com,BET,Subsidiary,138.0
Prime Dynamics_144,ACC144,HQ,Other,Media,4635427.0,Hot,+1-3758245275,+1-2411549019,www.primedynamics.com,PRI,Subsidiary,607.0
Beta Industries,ACC036,Main,Partner,Manufacturing,817177.0,Warm,+1-249-761-8446,+1-724-179-5587,www.betaindustries.com,BET,Subsidiary,439.0
Elite Dynamics_022,ACC022,Regional,Customer,Energy,1694464.0,Warm,+1-3361596521,+1-4921596585,www.elitedynamics.com,ELI,Subsidiary,985.0
Global International_041,ACC041,Regional,Partner,Media,1542916.0,Cold,+1-9801197517,+1-2001459010,www.globalinternational.com,GLO,Government,361.0
Alpha Inc,ACC040,HQ,Prospect,Healthcare,2841761.0,Warm,+1-144-538-9867,+1-547-793-1953,www.alphainc.com,ALP,Subsidiary,340.0
Global International,ACC020,Branch,Prospect,Retail,3646476.0,Cold,+1-444-260-3120,+1-451-553-3896,www.globalinternational.com,GLO,Private,185.0
Smart Dynamics,ACC024,Main,Prospect,Manufacturing,773212.0,Warm,+1-618-809-8467,+1-368-516-4881,www.smartdynamics.com,SMA,Subsidiary,357.0
Omega Systems_049,ACC049,HQ,Other,Construction,716369.0,Warm,+1-6028989738,+1-1578404011,www.omegasystems.com,OME,Private,481.0
Future International_030,ACC030,Regional,Prospect,Construction,8816768.0,Cold,+1-1624386955,+1-3104983170,www.futureinternational.com,FUT,Public,801.0
Smart Corp_057,ACC057,Branch,Prospect,Manufacturing,4162546.0,Cold,+1-8752233299,+1-7778897289,www.smartcorp.com,SMA,Public,814.0
Prime Group_035,ACC035,Main,Customer,Media,7488618.0,Cold,+1-6378069388,+1-9605867533,www.primegroup.com,PRI,Government,194.0
Delta Inc_199,ACC199,Branch,Partner,Transportation,2872411.0,Cold,+1-2627166137,+1-3283909767,www.deltainc.com,DEL,Public,191.0
Alpha Technologies,ACC010,Main,Prospect,Healthcare,871956.0,Hot,+1-882-691-1777,+1-723-641-2049,www.alphatechnologies.com,ALP,Private,231.0
Prime Dynamics_044,ACC044,Regional,Competitor,Manufacturing,6202414.0,Hot,+1-9548217449,+1-1412552533,www.primedynamics.com,PRI,Public,376.0
Alpha Group_034,ACC034,HQ,Other,Media,4701790.0,Hot,+1-2191488467,+1-6489559354,www.alphagroup.com,ALP,Subsidiary,337.0
Omega Inc_130,ACC130,Regional,Competitor,Education,3585519.0,Warm,+1-3209415503,+1-9245497402,www.omegainc.com,OME,Government,783.0
Future Dynamics_133,ACC133,Main,Other,Energy,7642507.0,Warm,+1-9233018935,+1-9464744812,www.futuredynamics.com,FUT,Government,394.0
Smart Industries_048,ACC048,Satellite,Other,Energy,1005907.0,Cold,+1-1713576978,+1-4649975308,www.smartindustries.com,SMA,Private,367.0
Beta Solutions_058,ACC058,HQ,Partner,Manufacturing,7676820.0,Cold,+1-8101157681,+1-2057362458,www.betasolutions.com,BET,Other,347.0
Future Inc_145,ACC145,Regional,Prospect,Finance,1048954.0,Cold,+1-3816453986,+1-8491141604,www.futureinc.com,FUT,Subsidiary,318.0
Smart Inc_184,ACC184,Main,Competitor,Retail,3808286.0,Hot,+1-3523929406,+1-1339006857,www.smartinc.com,SMA,Subsidiary,541.0
Future Ltd_192,ACC192,HQ,Partner,Energy,4352274.0,Warm,+1-7766527414,+1-9821537582,www.futureltd.com,FUT,Government,838.0
Prime Inc_062,ACC062,Branch,Other,Construction,7315241.0,Hot,+1-1324935685,+1-6905756662,www.primeinc.com,PRI,Other,348.0
Omega Systems,ACC048,Main,Prospect,Healthcare,2143441.0,Hot,+1-544-882-1702,+1-712-271-1943,www.omegasystems.com,OME,Public,349.0
TestAccount9,10000009,Site_J,Customer,Technology,5000000.0,Hot,+1-800-555-1009,+1-800-555-2009,https://testaccount9.com,SYM9,Public,95.0
Smart Technologies_063,ACC063,Main,Prospect,Media,7033927.0,Cold,+1-1052446458,+1-6323885562,www.smarttechnologies.com,SMA,Public,249.0
Beta Solutions_010,ACC010,Regional,Other,Energy,9919029.0,Cold,+1-1548404796,+1-7977446241,www.betasolutions.com,BET,Public,262.0
Prime International,ACC016,Branch,Prospect,Manufacturing,2285919.0,Warm,+1-320-181-2344,+1-642-962-9413,www.primeinternational.com,PRI,Subsidiary,410.0
Alpha Corp,ACC040,Branch,Partner,Retail,3181550.0,Cold,+1-951-327-1159,+1-155-368-1378,www.alphacorp.com,ALP,Private,165.0
Smart International_070,ACC070,Satellite,Competitor,Construction,6709409.0,Cold,+1-2775232541,+1-4002689606,www.smartinternational.com,SMA,Subsidiary,970.0
Tech Technologies,ACC016,Branch,Customer,Retail,2648138.0,Cold,+1-791-605-3446,+1-189-498-7580,www.techtechnologies.com,TEC,Private,114.0
Beta Solutions,ACC017,HQ,Prospect,Manufacturing,4853844.0,Hot,+1-547-346-2404,+1-793-366-9171,www.betasolutions.com,BET,Public,214.0
Prime Solutions_087,ACC087,Regional,Competitor,Retail,3486667.0,Warm,+1-4678641153,+1-1986568646,www.primesolutions.com,PRI,Government,526.0
Prime Group_102,ACC102,HQ,Customer,Media,3174811.0,Hot,+1-1846356938,+1-9307255152,www.primegroup.com,PRI,Subsidiary,475.0
Smart Industries_117,ACC117,HQ,Prospect,Transportation,1160017.0,Cold,+1-5828076536,+1-2817947056,www.smartindustries.com,SMA,Public,201.0
Tech Technologies_108,ACC108,Regional,Customer,Energy,3696303.0,Hot,+1-3919456045,+1-8408083846,www.techtechnologies.com,TEC,Government,78.0
Tech Solutions_089,ACC089,Regional,Customer,Retail,7427468.0,Cold,+1-7518255696,+1-9833833822,www.techsolutions.com,TEC,Public,758.0
Beta Systems_153,ACC153,Regional,Other,Healthcare,4741466.0,Warm,+1-9936921001,+1-3057484685,www.betasystems.com,BET,Subsidiary,770.0
Future Technologies_055,ACC055,HQ,Customer,Manufacturing,1282138.0,Warm,+1-9791941310,+1-7172403121,www.futuretechnologies.com,FUT,Other,314.0
Alpha Ltd,ACC019,Branch,Partner,Retail,745354.0,Cold,+1-786-638-2890,+1-314-177-3858,www.alphaltd.com,ALP,Private,349.0
Tech Technologies,ACC016,Branch,Customer,Retail,2648138.0,Cold,+1-791-605-3446,+1-189-498-7580,www.techtechnologies.com,TEC,Private,114.0
Delta Group_167,ACC167,Branch,Customer,Transportation,5144771.0,Warm,+1-8002614867,+1-4722022668,www.deltagroup.com,DEL,Government,250.0
Future Dynamics_171,ACC171,Branch,Partner,Education,3774287.0,Cold,+1-8272946109,+1-3454399787,www.futuredynamics.com,FUT,Other,162.0
Smart Dynamics_177,ACC177,Branch,Other,Finance,3685341.0,Cold,+1-4761037224,+1-5037128721,www.smartdynamics.com,SMA,Government,855.0
Beta International_198,ACC198,Regional,Competitor,Retail,1972198.0,Hot,+1-8561781295,+1-5248722467,www.betainternational.com,BET,Subsidiary,84.0
Delta Corp,ACC015,Branch,Partner,Manufacturing,3159406.0,Cold,+1-660-574-6045,+1-179-886-7689,www.deltacorp.com,DEL,Subsidiary,131.0
Smart Corp_190,ACC190,Satellite,Partner,Healthcare,7751422.0,Hot,+1-3404878880,+1-4936257204,www.smartcorp.com,SMA,Government,980.0
Global International_182,ACC182,Satellite,Competitor,Technology,3586400.0,Warm,+1-9459663428,+1-7676123073,www.globalinternational.com,GLO,Other,713.0
Global Technologies,ACC020,HQ,Prospect,Finance,4119438.0,Cold,+1-913-575-7909,+1-745-159-4532,www.globaltechnologies.com,GLO,Private,431.0
Omega Dynamics,ACC033,HQ,Prospect,Healthcare,4238054.0,Warm,+1-278-153-1296,+1-568-315-9176,www.omegadynamics.com,OME,Public,62.0
